Unique ID,State/UT,District,Disease/Illness,No. of Cases,No. of Deaths,Date of Start of Outbreak,Date of Reporting,Current Status
CT/RGR/2024/09/293,Chhattisgarh,Raigarh,Acute Diarrhoeal Disease,24,0,28-02-2024,28-02-2024,Under Control
CT/SUA/2024/09/294,Chhattisgarh,Sukma,Measles,7,0,28-02-2024,29-02-2024,Under Control
CT/SUA/2024/09/295,Chhattisgarh,Sukma,Measles,31,0,27-02-2024,28-02-2024,Under Control
GJ/GAN/2024/09/296,Gujarat,Gandhinagar,Cholera,216,0,27-02-2024,28-02-2024,Under Surveillance
GJ/GSN/2024/09/297,Gujarat,Gir Somnath,Acute Diarrheal Disease,7,0,01-03-2024,01-03-2024,Under Surveillance
GJ/GSN/2024/09/298,Gujarat,Gir Somnath,Acute Diarrheal Disease,47,0,26-02-2024,26-02-2024,Under Control
GJ/JGH/2024/09/299,Gujarat,Junagadh,Food Poisoning,17,0,28-02-2024,29-02-2024,Under Control
JH/CHA/2024/09/300,Jharkhand,Chatra,Chickenpox,7,0,25-02-2024,28-02-2024,Under Control
JH/DEO/2024/09/301,Jharkhand,Deoghar,Acute Diarrheal Disease,67,0,26-02-2024,27-02-2024,Under Control
JH/DMK/2024/09/302,Jharkhand,Dumka,Chickenpox,5,0,26-02-2024,27-02-2024,Under Surveillance
KN/KRW/2024/09/303,Karnataka,Uttar Kannad,Kyasanur Forest Disease,139,1,01-03-2024,01-03-2024,Under Surveillance
KN/KRW/2024/09/304,Karnataka,Uttar Kannad,Kyasanur Forest Disease,133,0,27-02-2024,29-02-2024,Under Surveillance
KL/ALP/2024/09/305,Kerala,Alappuzha,Acute Diarrheal Disease,22,0,02-03-2024,03-03-2024,Under Surveillance
KL/ERN/2024/09/306,Kerala,Ernakulam,Dengue,16,0,29-02-2024,02-03-2024,Under Surveillance
KL/IDK/2024/09/307,Kerala,Idukki,Mumps,6,0,28-02-2024,28-02-2024,Under Surveillance
KL/CNR/2024/09/308,Kerala,Kannur,Mumps,10,0,27-02-2024,29-02-2024,Under Surveillance
KL/KAS/2024/09/309,Kerala,Kasaragod,Hepatitis A,41,0,28-02-2024,01-03-2024,Under Surveillance
KL/KTM/2024/09/310,Kerala,Kottayam,Chickenpox,28,0,28-02-2024,28-02-2024,Under Surveillance
KL/KOZ/2024/09/311,Kerala,Kozhikode,Mumps,16,0,01-03-2024,01-03-2024,Under Surveillance
KL/MLP/2024/09/312,Kerala,Malappuram,Acute Hepatitis-A,409,3,26-02-2024,27-02-2024,Under Surveillance
KL/PLK/2024/09/313,Kerala,Palakkad,Hepatitis A,18,0,26-02-2024,27-02-2024,Under Surveillance
KL/THI/2024/09/314,Kerala,Thiruvananthapuram,Acute Diarrheal Disease,199,0,02-03-2024,02-03-2024,Under Control
KL/THI/2024/09/315,Kerala,Thiruvananthapuram,Acute Diarrheal Disease,27,0,02-03-2024,02-03-2024,Under Surveillance
AR/PPM/2024/10/347,Arunachal Pradesh,Papumpare,Human Rabies,1,1,04-03-2024,04-03-2024,Under Surveillance
AS/SNT/2024/10/348,Assam,Biswanath,Hepatitis A,25,2,02-03-2024,04-03-2024,Under Surveillance
AS/GLP/2024/10/349,Assam,Goalpara,Hepatitis A,28,0,05-03-2024,07-03-2024,Under Surveillance
AS/UAL/2024/10/350,Assam,Udalguri,Food Poisoning,17,0,06-03-2024,08-03-2024,Under Surveillance
BH/SAR/2024/10/351,Bihar,Saharsa,Measles,11,0,05-03-2024,05-03-2024,Under Surveillance
CT/SUA/2024/10/352,Chhattisgarh,Sukma,Measles,93,0,01-03-2024,04-03-2024,Under Surveillance
CT/SUA/2024/10/353,Chhattisgarh,Sukma,Fever with Rash,13,0,01-03-2024,04-03-2024,Under Surveillance
GJ/AND/2024/10/354,Gujarat,Anand,Acute Diarrheal Disease,39,0,06-03-2024,06-03-2024,Under Control
GJ/AVL/2024/10/355,Gujarat,Arvalli,Acute Diarrheal Disease,17,0,05-03-2024,05-03-2024,Under Control
HP/MAN/2024/10/356,Himachal Pradesh,Mandi,Hepatitis A,11,0,05-03-2024,06-03-2024,Under Control
KN/KRW/2024/10/357,Karnataka,Uttar Kannad,Kyasanur Forest Disease,2,0,09-03-2024,09-03-2024,Under Surveillance
KL/MLP/2024/10/358,Kerala,Malappuram,Hepatitis A,36,0,06-03-2024,07-03-2024,Under Surveillance
MP/SGR/2024/10/359,Madhya Pradesh,Sagar,Measles,44,0,24-01-2024,06-03-2024,Under Surveillance
MH/DHL/2024/10/360,Maharashtra,Dhule,Food Poisoning,25,0,09-03-2024,09-03-2024,Under Surveillance
MH/HIN/2024/10/361,Maharashtra,Hingoli,Acute Diarrheal Disease,21,0,08-03-2024,10-03-2024,Under Surveillance
MH/KOP/2024/10/362,Maharashtra,Kolhapur,Hepatitis A,22,0,05-03-2024,06-03-2024,Under Surveillance
MH/LTR/2024/10/363,Maharashtra,Latur,Food Poisoning,48,0,08-03-2024,10-03-2024,Under Control
MH/NDB/2024/10/364,Maharashtra,Nandurbar,Acute Diarrheal Disease,18,0,09-03-2024,09-03-2024,Under Surveillance
MH/NDB/2024/10/365,Maharashtra,Nandurbar,Acute Diarrheal Disease,76,0,08-03-2024,08-03-2024,Under Surveillance
MH/SIN/2024/10/366,Maharashtra,Sindhudurg,Acute Diarrheal Disease,146,0,08-03-2024,08-03-2024,Under Surveillance
OR/GJN/2024/10/367,Odisha,Ganjam,Cholera,72,0,06-03-2024,07-03-2024,Under Control
OR/JHA/2024/10/368,Odisha,Jharsuguda,Food Poisoning,53,0,04-03-2024,04-03-2024,Under Control
OR/MAL/2024/10/369,Odisha,Malkangiri,Food Poisoning,28,1,06-03-2024,06-03-2024,Under Surveillance
OR/SBP/2024/10/370,Odisha,Sambalpur,Acute Diarrheal Disease,42,0,07-03-2024,07-03-2024,Under Surveillance
OR/SUN/2024/10/371,Odisha,Sundargarh,Acute Diarrheal Disease,16,0,09-03-2024,10-03-2024,Under Control
RJ/KOT/2024/10/372,Rajasthan,Kota,Food Poisoning,104,0,06-03-2024,07-03-2024,Under Surveillance
TN/KRI/2024/10/373,Tamil Nadu,Krishnagiri,Mumps,6,0,06-03-2024,07-03-2024,Under Surveillance
TN/PER/2024/10/374,Tamil Nadu,Perambalur,Dengue,88,0,07-03-2024,07-03-2024,Under Surveillance
TN/TPL/2024/10/375,Tamil Nadu,Tiruchirappalli,Mumps,17,0,04-03-2024,06-03-2024,Under Surveillance
TN/TPL/2024/10/376,Tamil Nadu,Tiruchirappalli,Chickenpox,64,0,05-03-2024,06-03-2024,Under Surveillance
TN/TVM/2024/10/377,Tamil Nadu,Tiruvannamalai,Mumps,8,0,05-03-2024,06-03-2024,Under Surveillance
DH/DNH/2024/10/378,Dadra And Nagar Haveli And Daman And Diu,Dadra And Nagar Haveli,Mumps,6,0,05-03-2024,06-03-2024,Under Surveillance
UP/BAL/2024/10/379,Uttar Pradesh,Ballia,Leptospirosis,3,0,01-03-2024,04-03-2024,Under Surveillance
AR/EKM/2024/10/380,Arunachal Pradesh,East Kameng,Human Rabies,2,2,16-02-2024,Under Control
CT/RGN/2024/10/381,Chhattisgarh,Rajnandgaon,Chickenpox,20,0,23-02-2024,Under Control
GO/PNJ/2024/10/382,Goa,North Goa,Kyasanur Forest Disease,6,0,28-02-2024,Under Surveillance
KL/MLP/2024/10/383,Kerala,Malappuram,Food Poisoning,20,0,29-02-2024,Under Control
TN/KRI/2024/10/384,Tamil Nadu,Krishnagiri,Measles,14,0,21-02-2024,Under Surveillance
UP/FAT/2024/10/385,Uttar Pradesh,Fatehpur,Fever with Rash,5,0,23-02-2024,Under Surveillance
AR/PPM/2024/11/386,Arunachal Pradesh,Papumpare,Mumps,115,0,14-03-2024,15-03-2024,Under Surveillance
AS/SNT/2024/11/387,Assam,Biswanath,Chickenpox,10,0,14-03-2024,14-03-2024,Under Surveillance
AS/DHU/2024/11/388,Assam,Dhubri,Measles,15,0,16-03-2024,16-03-2024,Under Surveillance
AS/DBG/2024/11/389,Assam,Dibrugarh,Measles,14,0,11-03-2024,11-03-2024,Under Surveillance
AS/GLP/2024/11/390,Assam,Goalpara,Measles,17,0,11-03-2024,12-03-2024,Under Control
AS/JRT/2024/11/391,Assam,Jorhat,Human Rabies,1,1,11-03-2024,11-03-2024,Under Control
AS/SBS/2024/11/392,Assam,Sivasagar,Acute Diarrheal Disease,8,0,14-03-2024,15-03-2024,Under Control
BH/SHS/2024/11/393,Bihar,Sheohar,Fever with Rash,7,0,15-03-2024,17-03-2024,Under Surveillance
BH/VSH/2024/11/394,Bihar,Vaishali,Measles,18,0,15-03-2024,16-03-2024,Under Surveillance
CT/BLS/2024/11/395,Chhattisgarh,Bilaspur,Measles,19,0,13-03-2024,14-03-2024,Under Control
CT/BLS/2024/11/396,Chhattisgarh,Bilaspur,Chickenpox,5,0,13-03-2024,13-03-2024,Under Control
CT/DUR/2024/11/397,Chhattisgarh,Durg,Measles,23,0,14-03-2024,15-03-2024,Under Control
GJ/AHM/2024/11/398,Gujarat,Ahmedabad,Acute Diarrheal Disease,17,0,08-03-2024,11-03-2024,Under Control
GJ/BHR/2024/11/399,Gujarat,Bharuch,Typhoid,59,0,12-03-2024,13-03-2024,Under Surveillance
GJ/JNR/2024/11/400,Gujarat,Jamnagar,Measles,10,0,11-03-2024,15-03-2024,Under Surveillance
GJ/KHD/2024/11/401,Gujarat,Kheda,Jaundice,6,0,11-03-2024,13-03-2024,Under Control
GJ/KHD/2024/11/402,Gujarat,Kheda,Food Poisoning,22,0,10-03-2024,11-03-2024,Under Control
HP/HPR/2024/11/403,Himachal Pradesh,Hamirpur,Acute Diarrheal Disease,290,0,11-03-2024,12-03-2024,Under Control
HP/KNG/2024/11/404,Himachal Pradesh,Kangra,Acute Diarrheal Disease,105,0,11-03-2024,13-03-2024,Under Control
JK/PWM/2024/11/405,Jammu and Kashmir,Pulwama,Hepatitis A,27,0,12-03-2024,12-03-2024,Under Surveillance
JH/DMK/2024/11/406,Jharkhand,Dumka,Chickenpox,10,0,10-03-2024,11-03-2024,Under Surveillance
AS/GLP/2024/12/462,Assam,Goalpara,Hepatitis A,40,0,21-03-2024,22-03-2024,Under Surveillance
AS/KMR/2024/12/463,Assam,Kamrup,Human Rabies,1,1,18-03-2024,19-03-2024,Under Control
AS/KMR/2024/12/464,Assam,Kamrup,Chickenpox,8,0,18-03-2024,19-03-2024,Under Control
AS/LKM/2024/12/465,Assam,Lakhimpur,Chickenpox,6,0,19-03-2024,19-03-2024,Under Control
BH/GYA/2024/12/466,Bihar,Gaya,Measles,5,0,20-03-2024,20-03-2024,Under Control
BH/MBN/2024/12/467,Bihar,Madhubani,Measles,12,0,21-03-2024,21-03-2024,Under Surveillance
BH/SMP/2024/12/468,Bihar,Samastipur,Fever with Rash,28,0,21-03-2024,21-03-2024,Under Control
CT/RPR/2024/12/469,Chhattisgarh,Raipur,Acute Diarrheal Disease,14,0,21-03-2024,21-03-2024,Under Control
CT/SUA/2024/12/470,Chhattisgarh,Sukma,Measles,15,0,19-03-2024,19-03-2024,Under Control
GJ/AHM/2024/12/471,Gujarat,Ahmedabad,Acute Diarrheal Disease,9,0,21-03-2024,21-03-2024,Under Control
GJ/DBD/2024/12/472,Gujarat,Devbhumi Dwarka,Food Poisoning,50,0,21-03-2024,21-03-2024,Under Control
GJ/RJK/2024/12/473,Gujarat,Rajkot,Acute Diarrheal Disease,222,0,20-03-2024,21-03-2024,Under Control
HP/MAN/2024/12/474,Himachal Pradesh,Mandi,Hepatitis A,88,0,20-03-2024,22-03-2024,Under Control
JK/JMU/2024/12/475,Jammu and Kashmir,Jammu,Hepatitis A,5,0,23-03-2024,23-03-2024,Under Control
JH/ESI/2024/12/476,Jharkhand,East Singhbum,Chickenpox,22,0,20-03-2024,20-03-2024,Under Control
JH/WSI/2024/12/477,Jharkhand,West Singhbhum,Fever with Rash,12,0,21-03-2024,22-03-2024,Under Surveillance
KN/CKR/2024/12/478,Karnataka,Chikballapur,Chikungunya,17,0,21-03-2024,21-03-2024,Under Control
KN/GDG/2024/12/479,Karnataka,Gadag,Dengue,45,0,22-03-2024,22-03-2024,Under Surveillance
AP/GNT/2024/13/518,Andhra Pradesh,Bapatla,Acute Diarrheal Disease,23,0,26-01-2024,28-03-2024,Under Control
AP/CTR/2024/13/519,Andhra Pradesh,Tirupati,Food Poisoning,12,0,25-03-2024,28-03-2024,Under Control
AS/DAR/2024/13/520,Assam,Darrang,Human Rabies,1,1,28-03-2024,28-03-2024,Under Control
AS/KMR/2024/13/521,Assam,Kamrup,Food Poisoning,66,0,28-03-2024,30-03-2024,Under Control
AS/KAD/2024/13/522,Assam,Karbi Anglong,Acute Diarrheal Disease,27,0,27-03-2024,28-03-2024,Under Control
AS/KOK/2024/13/523,Assam,Kokrajhar,Measles,9,0,27-03-2024,28-03-2024,Under Surveillance
AS/MAJ/2024/13/524,Assam,Majuli,Food Poisoning,52,0,30-03-2024,31-03-2024,Under Control
BH/KGR/2024/13/525,Bihar,Khagaria,Measles,5,0,20-03-2024,27-03-2024,Under Surveillance
GJ/COU/2024/13/526,Gujarat,Chhotaudepur,Acute Diarrheal Disease,50,0,27-03-2024,28-03-2024,Under Control
GJ/KUC/2024/13/527,Gujarat,Devbhumi Dwarka,Measles,8,0,30-03-2024,30-03-2024,Under Control
GJ/SRT/2024/13/528,Gujarat,Surat,Cholera,60,0,29-03-2024,30-03-2024,Under Control
JK/JMU/2024/13/529,Jammu and Kashmir,Jammu,Mumps,5,0,30-03-2024,30-03-2024,Under Control
JK/KTU/2024/13/530,Jammu and Kashmir,Kathua,Mumps,8,0,27-03-2024,28-03-2024,Under Surveillance
JH/ESI/2024/13/531,Jharkhand,East Singhbum,Acute Diarrheal Disease,25,0,26-03-2024,26-03-2024,Under Control
KN/BAU/2024/13/532,Karnataka,Bengaluru Urban,Acute Diarrheal Disease,5,0,28-03-2024,28-03-2024,Under Control
KN/CKM/2024/13/533,Karnataka,Chikkamagaluru,Acute Diarrheal Disease,65,0,28-03-2024,28-03-2024,Under Surveillance
KN/HAV/2024/13/534,Karnataka,Haveri,Acute Diarrheal Disease,24,0,30-03-2024,30-03-2024,Under Control
KL/MLP/2024/13/535,Kerala,Malappuram,Hepatitis A,254,0,26-03-2024,25-03-2024,Under Surveillance
KL/PLK/2024/13/536,Kerala,Palakkad,Acute Diarrheal Disease,29,0,26-03-2024,27-03-2024,Under Control
MP/NSP/2024/13/537,Madhya Pradesh,Narsinghpur,Chickenpox,5,0,30-03-2024,30-03-2024,Under Surveillance
MP/UMR/2024/13/538,Madhya Pradesh,Umaria,Chickenpox,5,0,27-03-2024,28-03-2024,Under Control
MH/AKL/2024/13/539,Maharashtra,Akola,Hepatitis A,96,0,30-03-2024,30-03-2024,Under Control
OD/AGL/2024/13/540,Odisha,Anugul,Acute Diarrheal Disease,20,0,30-03-2024,31-03-2024,Under Control
OD/BAG/2024/13/541,Odisha,Balangir,Acute Gastroenteritis,15,0,27-03-2024,27-03-2024,Under Control
OD/KPT/2024/13/542,Odisha,Koraput,Fever with Rash,8,0,27-03-2024,28-03-2024,Under Control
PC/PON/2024/13/543,Puducherry,Pondicherry,Cholera,28,0,27-03-2024,28-03-2024,Under Surveillance
TN/PUD/2024/13/544,Tamil Nadu,Pudukkottai,Mumps,17,0,25-03-2024,25-03-2024,Under Control
TN/TVR/2024/13/545,Tamil Nadu,Thiruvarur,Fever,10,0,25-03-2024,25-03-2024,Under Control
AP/GNT/2024/14/553,Andhra Pradesh,Palnadu,Fever,58,0,28-03-2024,03-04-2024,Under Surveillance
AS/SBS/2024/14/554,Assam,Charaideo,Mushroom Poisoning,5,2,04-04-2024,04-04-2024,Under Surveillance
AS/GLP/2024/14/555,Assam,Goalpara,Measles,11,0,02-04-2024,03-04-2024,Under Surveillance
BH/PTN/2024/14/556,Bihar,Patna,Fever with Rash,9,0,03-04-2024,03-04-2024,Under Surveillance
BH/SMP/2024/14/557,Bihar,Samastipur,Fever with Rash,12,0,06-04-2024,06-04-2024,Under Surveillance
BH/SMP/2024/14/558,Bihar,Samastipur,Fever with Rash,12,0,06-04-2024,06-04-2024,Under Surveillance
BH/SMP/2024/14/559,Bihar,Samastipur,Measles,5,0,01-04-2024,04-04-2024,Under Surveillance
CT/BLS/2024/14/560,Chhattisgarh,Bilaspur,Acute Diarrheal Disease,10,0,02-04-2024,03-04-2024,Under Control
CT/JAN/2024/14/561,Chhattisgarh,Janjgir-Champa,Acute Diarrheal Disease,37,0,06-04-2024,06-04-2024,Under Control
CT/RGN/2024/14/562,Chhattisgarh,Rajnandgaon,Acute Diarrheal Disease,14,0,30-03-2024,01-04-2024,Under Control
CT/RGR/2024/14/563,Chhattisgarh,Sarangarh Bilaigarh,Food Poisoning,72,0,03-04-2024,04-04-2024,Under Surveillance
GJ/NAV/2024/14/564,Gujarat,Navsari,Cholera,3,1,02-04-2024,02-04-2024,Under Control
HR/FBD/2024/14/565,Haryana,Fatehabad,Measles,6,0,03-04-2024,03-04-2024,Under Surveillance
JH/ESI/2024/14/566,Jharkhand,East Singhbum,Measles,8,0,26-03-2024,03-04-2024,Under Surveillance
JH/GRH/2024/14/567,Jharkhand,Garhwa,Measles,9,0,06-04-2024,06-04-2024,Under Surveillance
JH/JAT/2024/14/568,Jharkhand,Jamtara,Chickenpox,5,0,03-04-2024,03-04-2024,Under Surveillance
JH/JAT/2024/14/569,Jharkhand,Jamtara,Chickenpox,9,0,30-03-2024,01-04-2024,Under Surveillance
JH/KUT/2024/14/570,Jharkhand,Khunti,Mumps,23,0,01-04-2024,03-04-2024,Under Surveillance
KN/BAU/2024/14/571,Karnataka,Bengaluru Urban,Cholera,47,0,06-04-2024,06-04-2024,Under Surveillance
KN/CKM/2024/14/572,Karnataka,Chikkamagaluru,Food Poisoning,47,0,06-04-2024,06-04-2024,Under Surveillance
KN/CHI/2024/14/573,Karnataka,Chitradurga,Food Poisoning,43,0,05-04-2024,06-04-2024,Under Control
KL/ERN/2024/14/574,Kerala,Ernakulam,Hepatitis A,20,0,04-04-2024,05-04-2024,Under Surveillance
KL/IDK/2024/14/575,Kerala,Idukki,Dengue,23,0,30-03-2024,06-04-2024,Under Surveillance
KL/KAS/2024/14/576,Kerala,Kasaragod,Food Poisoning,171,0,04-04-2024,04-04-2024,Under Control
KL/KTM/2024/14/577,Kerala,Kottayam,Dengue,10,0,04-04-2024,05-04-2024,Under Surveillance
KL/KOZ/2024/14/578,Kerala,Kozhikode,Hepatitis A,38,1,04-03-2024,04-04-2024,Under Surveillance
KL/TRC/2024/14/579,Kerala,Thrissur,Dengue,19,0,01-04-2024,01-04-2024,Under Surveillance
MP/KAT/2024/14/580,Madhya Pradesh,Katni,Scrub Typhus,2,1,05-04-2024,05-04-2024,Under Surveillance
MP/SVP/2024/14/581,Madhya Pradesh,Shivpuri,Measles,47,0,02-04-2024,02-04-2024,Under Surveillance
MH/RGD/2024/14/582,Maharashtra,Raigad,Dengue,5,1,03-04-2024,05-04-2024,Under Surveillance
MG/RIB/2024/14/583,Meghalaya,Ri Bhoi,Acute Gastroenteritis,15,0,02-04-2024,02-04-2024,Under Surveillance
OR/CUT/2024/14/584,Odisha,Cuttack,Hepatitis A,101,0,06-04-2024,07-04-2024,Under Surveillance
OR/KPT/2024/14/585,Odisha,Koraput,Fever with Rash,11,0,04-04-2024,05-04-2024,Under Surveillance
OR/RAY/2024/14/586,Odisha,Rayagada,Food Poisoning,19,0,04-04-2024,05-04-2024,Under Control
OR/SUN/2024/14/587,Odisha,Sundargarh,Acute Gastroenteritis,73,0,04-04-2024,04-04-2024,Under Control
PB/LDH/2024/14/588,Punjab,Ludhiana,Mumps,6,0,02-04-2024,03-04-2024,Under Surveillance
RJ/SKR/2024/14/589,Rajasthan,Sikar,Mumps,76,0,01-04-2024,01-04-2024,Under Surveillance
TN/DDG/2024/14/590,Tamil Nadu,Dindigul,Acute Diarrheal Disease,57,0,02-04-2024,02-04-2024,Under Control
TN/SLM/2024/14/591,Tamil Nadu,Salem,Acute Diarrheal Disease,106,0,03-04-2024,03-04-2024,Under Control
TN/SIV/2024/14/592,Tamil Nadu,Sivaganga,Chickenpox,40,0,04-04-2024,05-04-2024,Under Surveillance
TL/NRL/2024/14/593,Telangana,Nirmal,Acute Diarrheal Disease,50,0,04-04-2024,04-04-2024,Under Control
UP/UNN/2024/14/594,Uttar Pradesh,Unnao,Food Poisoning,61,0,06-04-2024,06-04-2024,Under Surveillance
WB/SPG/2024/14/595,West Bengal,24 Paraganas South,Acute Diarrheal Disease,19,0,03-04-2024,04-04-2024,Under Surveillance
WB/NDA/2024/14/596,West Bengal,Nadia,Acute Diarrheal Disease,10,0,02-04-2024,03-04-2024,Under Control
AP/ANT/2024/15/599,Andhra Pradesh,Sri Sathya Sai,Acute Diarrheal Disease,230,0,13-04-2024,13-04-2024,Under Control
AR/LGG/2024/15/600,Arunachal Pradesh,Longding,Cholera,47,1,08-04-2024,10-04-2024,Under Surveillance
AS/DBG/2024/15/601,Assam,Dibrugarh,Food Poisoning,2,1,09-04-2024,10-04-2024,Under Control
AS/GLP/2024/15/602,Assam,Goalpara,Acute Diarrheal Disease,20,0,09-04-2024,10-04-2024,Under Control
AS/KAD/2024/15/603,Assam,Karbi Anglong,Food Poisoning,10,6,05-04-2024,10-04-2024,Under Control
AS/MAR/2024/15/604,Assam,Marigaon,Chickenpox,8,0,09-04-2024,10-04-2024,Under Control
AS/NGO/2024/15/605,Assam,Nagaon,Fever with Rash,10,0,10-04-2024,11-04-2024,Under Control
AS/TIN/2024/15/606,Assam,Tinsukia,Food Poisoning,7,0,11-04-2024,12-04-2024,Under Control
AS/TIN/2024/15/607,Assam,Tinsukia,Diphtheria,1,1,09-04-2024,10-04-2024,Under Control
BH/BGS/2024/15/608,Bihar,Begusarai,Fever with Rash,20,0,06-04-2024,08-04-2024,Under Control
BH/JAH/2024/15/609,Bihar,Jehanabad,Chickenpox,5,0,10-04-2024,10-04-2024,Under Control
BH/JAH/2024/15/610,Bihar,Jehanabad,Measles,4,0,08-04-2024,08-04-2024,Under Surveillance
BH/KIS/2024/15/611,Bihar,Kishanganj,Fever with Rash,9,0,08-04-2024,13-04-2024,Under Control
BH/MDH/2024/15/612,Bihar,Madhepura,Fever with Rash,18,0,08-04-2024,09-04-2024,Under Control
CT/BBR/2024/15/613,Chhattisgarh,Baloda Bazar,Acute Diarrheal Disease,16,0,12-04-2024,12-04-2024,Under Control
GJ/AHM/2024/15/614,Gujarat,Ahmedabad,Food Poisoning,6,1,08-04-2024,08-04-2024,Under Control
GJ/AND/2024/15/615,Gujarat,Anand,Acute Diarrheal Disease,48,0,13-04-2024,13-04-2024,Under Control
JH/CHA/2024/15/616,Jharkhand,Chatra,Fever with Rash,10,0,08-04-2024,10-04-2024,Under Surveillance
JH/GIR/2024/15/617,Jharkhand,Giridih,Acute Diarrheal Disease,16,0,12-04-2024,13-04-2024,Under Control
JH/SAK/2024/15/618,Jharkhand,Saraikela Kharsawan,Chickenpox,15,0,09-04-2024,09-04-2024,Under Surveillance
KN/BEL/2024/15/619,Karnataka,Ballari,Measles,34,0,06-04-2024,08-04-2024,Under Control
KN/CMN/2024/15/620,Karnataka,Chamarajanagar,Food Poisoning,82,0,10-04-2024,12-04-2024,Under Control
KN/CHI/2024/15/621,Karnataka,Chitradurga,Food Poisoning,14,0,09-04-2024,10-04-2024,Under Control
KN/DKK/2024/15/622,Karnataka,Dakshin Kannad,Acute Diarrheal Disease,144,0,11-04-2024,12-04-2024,Under Control
KN/TUM/2024/15/623,Karnataka,Tumakuru,Acute Diarrheal Disease,78,0,10-04-2024,11-04-2024,Under Control
KN/VIJ/2024/15/624,Karnataka,Vijayanagar,Acute Diarrheal Disease,63,0,10-04-2024,10-04-2024,Under Control
KL/IDK/2024/15/625,Kerala,Idukki,Food Poisoning,6,0,12-04-2024,12-04-2024,Under Control
KL/CNR/2024/15/626,Kerala,Kannur,Hepatitis A,15,0,11-04-2024,12-04-2024,Under Surveillance
KL/KOZ/2024/15/627,Kerala,Kozhikode,Jaundice,37,0,09-04-2024,09-04-2024,Under Surveillance
KL/PLK/2024/15/628,Kerala,Palakkad,Food Poisoning,15,0,12-04-2024,12-04-2024,Under Control
KL/PTH/2024/15/629,Kerala,Pathanamthitta,Food Poisoning,12,0,08-04-2024,09-04-2024,Under Control
AR/LGG/2024/16/658,Arunachal Pradesh,Longding,Measles,9,0,11-04-2024,16-04-2024,Under Surveillance
AS/SNT/2024/16/659,Assam,Biswanath,Food Poisoning,51,0,16-04-2024,16-04-2024,Under Surveillance
AS/JRT/2024/16/660,Assam,Jorhat,Acute Diarrheal Disease,12,0,17-04-2024,17-04-2024,Under Surveillance
AS/JRT/2024/16/661,Assam,Jorhat,Acute Diarrheal Disease,11,0,17-04-2024,17-04-2024,Under Surveillance
AS/KOK/2024/16/662,Assam,Kokrajhar,Human Rabies,1,1,15-04-2024,15-04-2024,Under Surveillance
AS/UAL/2024/16/663,Assam,Udalguri,Human Rabies,1,1,16-04-2024,17-04-2024,Under Surveillance
BH/BGS/2024/16/664,Bihar,Begusarai,Fever with Rash,13,0,16-01-2024,18-04-2024,Under Surveillance
BH/SMP/2024/16/665,Bihar,Samastipur,Fever with Rash,27,0,11-04-2024,18-04-2024,Under Surveillance
CT/BBR/2024/16/666,Chhattisgarh,Baloda Bazar,Food Poisoning,16,0,16-04-2024,17-04-2024,Under Control
CT/BLS/2024/16/667,Chhattisgarh,Bilaspur,Food Poisoning,19,0,18-04-2024,19-04-2024,Under Control
CT/KAW/2024/16/668,Chhattisgarh,Kabirdham,Food Poisoning,16,0,19-04-2024,19-04-2024,Under Control
CT/SUA/2024/16/669,Chhattisgarh,Sukma,Measles,5,0,16-04-2024,16-04-2024,Under Surveillance
GJ/GSN/2024/16/670,Gujarat,Gir Somnath,Food Poisoning,81,0,19-04-2024,19-04-2024,Under Control
GJ/JGH/2024/16/671,Gujarat,Junagadh,Acute Diarrheal Disease,19,0,19-04-2024,19-04-2024,Under Control
GJ/NAV/2024/16/672,Gujarat,Navsari,Acute Diarrheal Disease,64,0,20-04-2024,20-04-2024,Under Control
GJ/PAT/2024/16/673,Gujarat,Patan,Typhoid,5,0,19-04-2024,19-04-2024,Under Surveillance
HR/PCH/2024/16/674,Haryana,Panchkula,Acute Diarrheal Disease,141,0,16-04-2024,16-04-2024,Under Control
JK/PWM/2024/16/675,Jammu and Kashmir,Pulwama,Hepatitis A,27,0,18-04-2024,18-04-2024,Under Surveillance
KN/HAS/2024/16/676,Karnataka,Hassan,Acute Diarrheal Disease,33,0,19-04-2024,20-04-2024,Under Surveillance
KN/KOD/2024/16/677,Karnataka,Kodagu,Food Poisoning,46,0,17-04-2024,18-04-2024,Under Control
KN/TUM/2024/16/678,Karnataka,Tumakuru,Food Poisoning,27,0,19-04-2024,19-04-2024,Under Surveillance
KN/TUM/2024/16/679,Karnataka,Tumakuru,Food Poisoning,67,0,18-04-2024,18-04-2024,Under Surveillance
KN/VIJ/2024/16/680,Karnataka,Vijayanagar,Cholera,16,0,15-04-2024,15-04-2024,Under Surveillance
KL/ERN/2024/16/681,Kerala,Ernakulam,Hepatitis A,132,0,18-04-2024,19-04-2024,Under Surveillance
KL/ERN/2024/16/682,Kerala,Ernakulam,Hepatitis A,15,1,09-04-2024,17-04-2024,Under Surveillance
KL/CNR/2024/16/683,Kerala,Kannur,Hepatitis A,12,0,18-04-2024,19-04-2024,Under Surveillance
AS/BPT/2024/17/715,Assam,Bajali,Fever with Rash,3,0,26-04-2024,26-04-2024,Under Control
AS/SBS/2024/17/716,Assam,Charaideo,Food Poisoning,5,0,26-04-2024,28-04-2024,Under Control
